tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,preprocessed_text,sentiment_polarity
1715177,519452,True,Tue Nov 07 02:47:44 +0000 2017,@519451 @519450 @comcastcares I've been having serious issues with the Comcast here in Oregon for about 11 years. Please send help.,,1715176.0,@ 519451 @ 519450 @ comcastcares 've serious issues comcast oregon 11 years . please send help .,-0.3333333333333333
872288,294899,True,Sat Oct 14 12:02:43 +0000 2017,@AmazonHelp you don't need access to my account.  I just want to know why a Prime member has to wait longer for a One day delivery,872289,872286.0,@ amazonhelp n't need access account . want know prime member wait longer one day delivery,0.0
2432781,698186,True,Tue Nov 14 21:18:35 +0000 2017,@AmazonHelp Hemos hecho una compra de urgencia y en menos de una hora la teníamos en casa sin gastos de envío. ❤️,2432779,2432782.0,@ amazonhelp hemos hecho una compra de urgencia en menos de una hora la teníamos en casa sin gastos de envío . ❤️,0.0
1523325,473305,True,Tue Nov 07 05:29:56 +0000 2017,"@Ask_Spectrum App outage is real. In KC metro area, seeing same symptoms as outage Wed 11/1. DGE-1001, Web says not viewing from home.",1523324,,"@ ask_spectrum app outage real . kc metro area , seeing symptoms outage wed 11/1 . dge-1001 , web says viewing home .",0.2
2305368,AmericanAir,False,Sun Nov 12 23:48:33 +0000 2017,"@668866 We're not seeing you took that flight, AK. Let us know if we can assist you.",2305369,2305370.0,"@ 668866 're seeing took flight , ak . let us know assist .",0.0
1194176,AmericanAir,False,Wed Oct 25 01:32:13 +0000 2017,"@400605 We're sorry about that, Alexa. Please let a crewmember know so we can get that cleaned up.",1194177,1194178.0,"@ 400605 're sorry , alexa . please let crewmember know get cleaned .",-0.5
1657619,420230,True,Sun Nov 05 19:08:51 +0000 2017,"@AskeBay Please consider the Windows Bridge fpr iOS https://t.co/5tKzmxyWyt
I'd love to better ebay access on a better mobile site and apps.",1657618,1657620.0,@ askebay please consider windows bridge fpr ios 'd love better ebay access better mobile site apps .,0.5
2449598,ArgosHelpers,False,Sun Oct 29 16:03:54 +0000 2017,@702075 DM us with your details and we will look into this for you ~ Vicky,,2449599.0,@ 702075 dm us details look vicky,0.0
2780106,VerizonSupport,False,Tue Nov 21 16:03:54 +0000 2017,@776505 Let me partner you with our Verizon Wireless team @115990.  They should respond as quickly as possible.,,2780107.0,@ 776505 let partner verizon wireless team @ 115990. respond quickly possible .,0.0
2713852,DoorDash_Help,False,Mon Nov 20 02:24:53 +0000 2017,"@761841  Hi. Please send us a direct message with the promo code and your email at @doordash_help, and we'll take a look for you.",,2713853.0,"@ 761841 hi . please send us direct message promo code email @ doordash_help , 'll take look .",0.1
1291,sprintcare,False,Tue Oct 31 22:26:44 +0000 2017,@115712 Just click ‘Message’ at the top of your profile. We're always here and eager to assist.,1292,1293.0,@ 115712 click ‘ message ’ top profile . 're always eager assist .,0.5
565872,252634,True,Sun Dec 03 00:34:14 +0000 2017,Tired of stories like this.  Amazon told me that they would put AMZL at the bottom of the list of carriers.  I told them that I would cancel any order that is being delivered by them.  I also am not renewing prime. https://t.co/3r8KmeHUnx,565871,,tired stories like . amazon told would put amzl bottom list carriers . told would cancel order delivered . also renewing prime .,-0.4
530608,242899,True,Sat Dec 02 18:40:47 +0000 2017,@British_Airways I’ve scrolled up and down the page on both the app and desktop and the option of non flight extras isn’t there :(,,530605.0,@ british_airways ’ scrolled page app desktop option non flight extras ’ : (,-0.75
174953,AppleSupport,False,Fri Nov 24 23:45:23 +0000 2017,"@157047 We'd be happy to help with FaceTime. The app is software, but it does require specific hardware on the device in order to access it. This can explain more if you are having troubles with FaceTime: https://t.co/ykxNO0jLw6",,174954.0,"@ 157047 'd happy help facetime . app software , require specific hardware device order access . explain troubles facetime :",0.4
1200719,AirAsiaSupport,False,Wed Oct 25 05:44:16 +0000 2017,"@402128 Hi Niqqi, ensure to have 3-4 hours connecting time for separate bookings to avoid inconvenience and misconnection. Thanks. -Floi",,1200720.0,"@ 402128 hi niqqi , ensure 3-4 hours connecting time separate bookings avoid inconvenience misconnection . thanks . -floi",0.2
953217,AppleSupport,False,Sat Oct 21 20:46:00 +0000 2017,@333046 We can look into this further. Please reach out to us in DM https://t.co/GDrqU22YpT,,953218.0,@ 333046 look . please reach us dm,0.0
5748,117071,True,Sun Nov 26 00:45:38 +0000 2017,@116072 Thanks mike... more concerned about the fact I signed up for service on nov 4 and still don’t have internet.,1470728,5747.0,@ 116072 thanks mike ... concerned fact signed service nov 4 still ’ internet .,0.2
2278301,AmazonHelp,False,Sat Nov 11 18:54:00 +0000 2017,@217595 I get your concern regarding Amazon Video language filter. I've noted your comments and have forwarded your feedback internally. ^SM,,2278302.0,@ 217595 get concern regarding amazon video language filter . 've noted comments forwarded feedback internally . ^sm,0.0
963063,VerizonSupport,False,Sun Oct 22 01:14:03 +0000 2017,"@347339 Hi Kate, if you are not able to verify the account we are not allowed to access it for you. We have to follow privacy laws.
^FEM",,958101.0,"@ 347339 hi kate , able verify account allowed access . follow privacy laws . ^fem",0.5
2103597,621097,True,Wed Nov 08 11:07:11 +0000 2017,"@GWRHelp Full of praise for the Paddington-Penzance sleeper I took last night - clean, fantastic staff, comfortable and well furnished - well done GWR I am impressed! Great way to travel",2103596,,"@ gwrhelp full praise paddington-penzance sleeper took last night clean , fantastic staff , comfortable well furnished well done gwr impressed ! great way travel",0.4738095238095238
215127,AmazonHelp,False,Thu Oct 05 01:41:00 +0000 2017,@167112 Have you noticed this happening with a specific carrier? The carrier can be found here: https://t.co/Y5jpI9gRhE ^ML,,215128.0,@ 167112 noticed happening specific carrier ? carrier found : ^ml,0.0
1754653,159495,True,Tue Nov 07 18:51:48 +0000 2017,"@140999 @115913 @329349 Try getting on JoD with the cheapest option phone available and then after 30 days Jump to the X, should have zero DP",1754651,1754654.0,"@ 140999 @ 115913 @ 329349 try getting jod cheapest option phone available 30 days jump x , zero dp",0.4
970615,199336,True,Sun Oct 22 07:17:41 +0000 2017,"@115850 @AmazonHelp 
Does it take 7 days time to reach from Bengaluru to Mumbai. If i order this today ur app it can come by tomorrow? Should i cancel await refund and re-order? @42805 how are things being managed at your end? I need a response to this fiasco. https://t.co/xF8QXqbt0K","970620,970613,970621,970622,970623",,@ 115850 @ amazonhelp take 7 days time reach bengaluru mumbai . order today ur app come tomorrow ? cancel await refund re-order ? @ 42805 things managed end ? need response fiasco .,0.0
248949,175156,True,Thu Oct 05 19:42:39 +0000 2017,@NikeSupport Done.  Many thanks for trying to sort the issue,,248948.0,@ nikesupport done . many thanks trying sort issue,0.35
1429569,452031,True,Thu Nov 02 07:07:38 +0000 2017,@Delta :-/ Appreciate the apologies. Getting the last hour back would be great as well. Or maybe the miles I’m spending 🤷🏻‍♂️,"1429570,1429571",1429567.0,@ delta : -/ appreciate apologies . getting last hour back would great well . maybe miles ’ spending 🤷🏻‍♂️,0.1375
2315949,671522,True,Thu Oct 19 22:37:34 +0000 2017,@AppleSupport  what is going on I did the update for my Iphone 6plus. Now battery keeps dying. You can watch the percent just drop to 0%,2315947,,@ applesupport going update iphone 6plus . battery keeps dying . watch percent drop 0 %,0.0
2117991,Uber_Support,False,Wed Nov 08 13:58:51 +0000 2017,@358764 Here to help! Send us a DM with your email address with more info so we can assist.,,2117992.0,@ 358764 help ! send us dm email address info assist .,0.0
1889585,AppleSupport,False,Sun Oct 22 15:15:45 +0000 2017,"@563506 If you're having issues with the microphone on your device, we'll be more than happy to get this sorted. Please DM us more info. https://t.co/GDrqU22YpT",,1889586.0,"@ 563506 're issues microphone device , 'll happy get sorted . please dm us info .",0.8
2052625,Ask_Spectrum,False,Thu Oct 05 23:51:58 +0000 2017,@607045 Hello. I apologize for the service issue and I would like to check on this for you. Please send the phone number ... https://t.co/qs0qnAVG7H,2052626,2052627.0,@ 607045 hello . apologize service issue would like check . please send phone number ...,0.0
954249,346421,True,Sat Oct 21 14:51:57 +0000 2017,@AppleSupport how much does it cost to get my iPhone 6 Plus screen fixed?,954248,,@ applesupport much cost get iphone 6 plus screen fixed ?,0.15000000000000002
1212378,404209,True,Wed Oct 25 12:38:12 +0000 2017,@Tesco Sent,,1210816.0,@ tesco sent,0.0
903259,IHGService,False,Sun Oct 22 22:45:30 +0000 2017,@221415 2/2 your concerns. A technician will be alerted about the WiFi in the meantime.^gc https://t.co/2rT0l9N9Cu,,903258.0,@ 221415 2/2 concerns . technician alerted wifi meantime.^gc,0.0
1782593,AskPayPal,False,Sun Oct 29 16:40:29 +0000 2017,@535562 Thanks for letting us know! I have responded to your DM. Please check this when you have a chance! :) ^NEM,,1782591.0,@ 535562 thanks letting us know ! responded dm . please check chance ! : ) ^nem,0.40625
359787,201216,True,Sun Oct 08 16:38:46 +0000 2017,"@AmazonHelp Just emailed! Thanks, boo!",,359786.0,"@ amazonhelp emailed ! thanks , boo !",0.25
863703,325112,True,Mon Nov 20 23:50:33 +0000 2017,@SpotifyCares so is this on Spotify or not? Shows up online but not in the app.... https://t.co/WXhiMeT8MU,863702,,@ spotifycares spotify ? shows online app ....,0.0
1756216,AskAmex,False,Tue Nov 07 19:24:00 +0000 2017,@237700 Hi.Some of these offers could be based on where you use your card. Please be sure to check your account online under My Offers.,1756217,1756215.0,@ 237700 hi.some offers could based use card . please sure check account online offers .,0.2333333333333333
172819,SouthwestAir,False,Fri Nov 24 22:17:33 +0000 2017,"@156420 Thanks for the shout out, Catherine! We look forward to seeing onboard again soon! ^SH",,172820.0,"@ 156420 thanks shout , catherine ! look forward seeing onboard soon ! ^sh",0.3125
1455670,Tesco,False,Thu Nov 02 19:44:46 +0000 2017,"@457880 @457881 Hi Debbie, sorry to learn that these products have gone off before the used by date. 1/4",,1455671.0,"@ 457880 @ 457881 hi debbie , sorry learn products gone used date . 1/4",-0.5
1723528,SpotifyCares,False,Tue Nov 07 09:05:53 +0000 2017,@521369 Hey there! Could you DM us your account's email address? We'll check backstage /LW https://t.co/ldFdZRiNAt,,1723529.0,@ 521369 hey ! could dm us account 's email address ? 'll check backstage /lw,0.0
2295667,AppleSupport,False,Mon Nov 13 14:35:36 +0000 2017,@263940 Fantastic!  We're glad to hear that you got the credit for your hard work. Have a good rest of your day.,,2295665.0,@ 263940 fantastic ! 're glad hear got credit hard work . good rest day .,0.3520833333333333
390690,NikeSupport,False,Wed Oct 11 14:09:52 +0000 2017,"@208015 Please give us a call at 1-800-379-6453 (8a-5p PT, M-F) to assist you further.",390691,390689.0,"@ 208015 please give us call 1-800-379-6453 ( 8a-5p pt , m-f ) assist .",0.0
92536,136038,True,Thu Nov 30 14:15:38 +0000 2017,@AppleSupport whenever I BUY a song or album on iTunes it first of all  charges me and then tells me I haven't purchased it so I always have to purchase everything multiple times in order to have it in my music and then it'll tell me I can't listen to it because I don't have,92535,,@ applesupport whenever buy song album itunes first charges tells n't purchased always purchase everything multiple times order music 'll tell ca n't listen n't,0.125
2345374,321445,True,Fri Oct 20 06:40:42 +0000 2017,@ArgosHelpers tried to order this on the 28th of October.  However Argos Website crashed.  Are u going to honour the price.  Thank you https://t.co/J568V9IL2y,2345373,,@ argoshelpers tried order 28th october . however argos website crashed . u going honour price . thank,0.0
603403,263352,True,Sun Dec 03 21:47:24 +0000 2017,Literally cable tv would go out of business if they went to pay as you consume model or service is available model. #Spectrum,603402,,literally cable tv would go business went pay consume model service available model . # spectrum,0.4
2160311,634483,True,Wed Nov 08 06:33:33 +0000 2017,Hey! I'm having trouble loading Hulu for an odd reason. It say's that javascript isn't enabled although I do have it enabled. I even turned off adblock. It would be greatly appreciated for some help @hulu_support,2160310,,hey ! 'm trouble loading hulu odd reason . say 's javascript n't enabled although enabled . even turned adblock . would greatly appreciated help @ hulu_support,-0.05555555555555556
2091185,618007,True,Mon Nov 20 06:35:28 +0000 2017,@USCellularCares can you unlock my iphone 6,2091183,,@ uscellularcares unlock iphone 6,0.0
1289948,321410,True,Thu Oct 26 20:04:34 +0000 2017,@115913 @115725 @ATT Can't be worse than @115911. Officially on our 4th month of them not paying our Sprint bill to switch. As promised. Now it's in collections,1292337,1289937.0,@ 115913 @ 115725 @ att ca n't worse @ 115911. officially 4th month paying sprint bill switch . promised . 's collections,-0.4
504822,DellCares,False,Fri Dec 01 20:36:25 +0000 2017,"@235730 and click on "" How to disable Automatic Restart"".
Should you need any assistance, DM the system service tag along with the registered owner name and your email address in order to assist you further. 
Link to find the service tag: https://t.co/mrUc4VMt8w.^KL (2/2) https://t.co/oEoSPnwg0y",,504823.0,"@ 235730 click disable automatic restart '' . need assistance , dm system service tag along registered owner name email address order assist . link find service tag : ( 2/2 )",-0.75
2447728,701646,True,Wed Nov 15 01:45:42 +0000 2017,@AmericanAir So disappointed in your service. How can you not keep customers and staff updated.,2447727,,@ americanair disappointed service . keep customers staff updated .,-0.75
2935947,AmazonHelp,False,Wed Nov 29 10:45:51 +0000 2017,"@811677 Hey, we're unable to tell when an item will be back in stock when it is listed as ""Temporarily Out of Stock"" . It may be possible to buy the same item from one of our sellers. More info here: https://t.co/vaCwOWPq4t ^TI",,2935948.0,"@ 811677 hey , 're unable tell item back stock listed `` temporarily stock '' may possible buy item one sellers . info : ^ti",-0.16666666666666666
2301039,469146,True,Sun Nov 12 17:20:38 +0000 2017,"Woke up....hyped for a Sunday stream......................................................

Comcast.","2301025,2301040,2301041,2301042",,woke .... hyped sunday stream ...................................................... comcast .,0.0
1803836,British_Airways,False,Fri Oct 13 16:14:59 +0000 2017,"@542004 We can take a look for you, Jessi. Please DM your booking reference, full name, home and email address and contact number. ^Steph",1803837,1803838.0,"@ 542004 take look , jessi . please dm booking reference , full name , home email address contact number . ^steph",0.35
2430539,ChaseSupport,False,Wed Nov 15 00:42:32 +0000 2017,"@381208 Yes, you are correct. ^JM",,2430537.0,"@ 381208 yes , correct . ^jm",0.0
1772478,532725,True,Tue Oct 17 22:37:25 +0000 2017,@XboxSupport This is what a friend sent me that he was able to download 4K assets for Gears 4 already https://t.co/rjhWDgWZ4d,1772479,1772477.0,@ xboxsupport friend sent able download 4k assets gears 4 already,0.5
2865658,UPSHelp,False,Tue Nov 28 00:09:00 +0000 2017,@237531 I am sorry this happened. We can get this looked into. Please DM us the tracking number. ^LD https://t.co/wKJHDXWGRQ,,2865659.0,@ 237531 sorry happened . get looked . please dm us tracking number . ^ld,-0.5
2767449,Morrisons,False,Tue Nov 21 10:48:06 +0000 2017,@773874 including the store name and time so I can loo into this? - Georgina (2),,2767450.0,@ 773874 including store name time loo ? georgina ( 2 ),0.0
2688983,British_Airways,False,Sun Nov 19 15:38:11 +0000 2017,"@756041 We’re sorry to hear this Michel, we’ll look into this for you. Can you please DM us your booking reference, email address and home address? ^Kieran",,2688984.0,"@ 756041 ’ sorry hear michel , ’ look . please dm us booking reference , email address home address ? ^kieran",-0.5
2784688,777524,True,Tue Nov 21 18:00:29 +0000 2017,UPS wouldn't deliver my package unless I was there. I've been waiting for them to come back like. Now I have to go and pick it up because it says it's reached the maximum days. https://t.co/D6IENHrKR6,2784686,,ups would n't deliver package unless . 've waiting come back like . go pick says 's reached maximum days .,0.0
441943,121191,True,Wed Oct 11 10:44:32 +0000 2017,@Delta Dleta app won't open.,441942,441944.0,@ delta dleta app wo n't open .,0.0
1982520,145685,True,Wed Oct 18 18:22:27 +0000 2017,@O2 Eventually I’ve sorted it out due to a nice man at your call centre! Still without phone service until Saturday! But I am thankful for that,1982523,1982519.0,@ o2 eventually ’ sorted due nice man call centre ! still without phone service saturday ! thankful,0.40625
1827449,548466,True,Wed Oct 25 12:28:20 +0000 2017,"@idea_cares Hi,my brother visited idea store bt they told him to check with Airtel so want to know if I was using idea service y should I visit Airtel ?",,1827446.0,"@ idea_cares hi , brother visited idea store bt told check airtel want know using idea service visit airtel",0.0
2016267,596248,True,Sun Nov 05 17:24:06 +0000 2017,Testing @Ask_Spectrum 😳. Hope we can get this service constantly. https://t.co/MprXbkN3JB,2016266,,testing @ ask_spectrum 😳 . hope get service constantly .,0.0
2034638,ChipotleTweets,False,Mon Nov 20 01:18:58 +0000 2017,@249888 Please check your DMs -Whit,,2034639.0,@ 249888 please check dms -whit,0.0
1082877,152882,True,Fri Oct 13 16:47:45 +0000 2017,@GWRHelp You’re missing the point - delays happen too often for the same reasons over &amp; over. Never gets resolved (its left now - Wi-fi doesn’t work),"1082875,1082883",1082884.0,@ gwrhelp ’ missing point delays happen often reasons & amp ; . never gets resolved ( left wi-fi ’ work ),-0.1
2845083,791409,True,Mon Nov 27 14:56:57 +0000 2017,@739884 @115993 Damn how that happened?,2845082,2845084.0,@ 739884 @ 115993 damn happened ?,0.0
510340,237244,True,Fri Dec 01 22:55:20 +0000 2017,@AmazonHelp I have DM you,,510339.0,@ amazonhelp dm,0.0
360256,AmazonHelp,False,Sun Oct 08 16:45:33 +0000 2017,"@201319 Please connect with our support team here: https://t.co/TK4yevTaND, and we'll assist you regarding this. ^NR 2/2",,360257.0,@ 201319 please connect support team : 'll assist regarding . ^nr 2/2,0.0
1534053,117958,True,Fri Nov 03 23:31:58 +0000 2017,@AlaskaAir @475742 Why? Do you havr a magical solution you’ve been keeping to yourself? smdh,1534055,1534052.0,@ alaskaair @ 475742 ? havr magical solution ’ keeping ? smdh,0.5
2774184,775317,True,Tue Nov 21 14:38:06 +0000 2017,"@AmazonHelp 1er date de livraison est entre 14-15 nov. commes ils sont tous en retard,j'ai recu des nouvelles dates de livraison, c'est entre 17-20 nov.",2774183,2774185.0,"@ amazonhelp 1er date de livraison est entre 14-15 nov. commes ils sont tous en retard , j'ai recu des nouvelles dates de livraison , c'est entre 17-20 nov .",-0.9
1176644,ChaseSupport,False,Wed Oct 25 19:29:18 +0000 2017,"@351824 1/2 As of October 19th, all California residents will be eligible for the offer that includes",,1176642.0,"@ 351824 1/2 october 19th , california residents eligible offer includes",0.0
1210419,VirginTrains,False,Wed Oct 25 11:38:15 +0000 2017,@404130 @122784 Sorry to hear this Dan. Can you explain more on why you missed your train? ^BT,1210420,1210421.0,@ 404130 @ 122784 sorry hear dan . explain missed train ? ^bt,-0.5
2947696,814131,True,Wed Nov 29 15:12:02 +0000 2017,@O2 I need to speak to someone asap. This automated service button pressing is long. Thanks,2947695,,@ o2 need speak someone asap . automated service button pressing long . thanks,0.07500000000000001
2680627,754168,True,Tue Oct 31 15:22:24 +0000 2017,"@115783 I am trying to use an issued credit, however the amount shown is not the same as what I was told I would be issued. Help??",2680626,,"@ 115783 trying use issued credit , however amount shown told would issued . help ? ?",0.0
